"1 _ A","1 _ B","V4","V5","4 _ L","4 _ U","4 _ Y","4 _ Z","5 _ G","5 _ GG","6 _ AA","6 _ C","6 _ CC","6 _ D","6 _ E","6 _ FF","6 _ I","6 _ J","6 _ K","6 _ M","6 _ Q","6 _ R","6 _ W","6 _ X","7 _ BB","7 _ DD","7 _ FF","7 _ H","7 _ J","7 _ N","7 _ O","7 _ V","7 _ Z","V35","9 _ f","9 _ t","10 _ f","10 _ t","V40","12 _ f","12 _ t","13 _ g","13 _ p","13 _ s","V46","V47","V47.1"
"0","1",-0.665161508640907,1.15329190219221,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.265472060536787,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"+"
"0","1",-0.320198718085503,-0.654603811685843,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.552337791204923,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.456699582368583,0.00913887814208009,"+"
"0","1",-0.479534880004858,1.55504650527622,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.232060691090762,"0","1","1","0",-0.493528602678215,"0","1","0","0","1",-0.922846053329446,-0.195271683820164,"+"
"1","0",-0.393493352568406,0.78468205386263,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.241566582981109,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.166481463825482,"+"
"1","0",-1.00375085271954,0.902195275264704,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.302824369217533,"0","1","0","1",0.329019068452143,"1","0","1","0","0",-0.692921780713108,-0.0916268918393077,"+"
"0","1",-0.8643317110401,0.685247789599338,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0787105171330522,"0","1","0","1",2.38538824627804,"1","0","1","0","0",-0.692921780713108,-0.164945985425765,"+"
"0","1",1.32654051535103,-0.89766534655167,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.81788232444246,"0","1","0","1",3.61920975297358,"1","0","1","0","0",-1.03780818963762,2.68375031564806,"+"
"1","0",-0.778290183603649,-0.486871264898268,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.514985482524176,"0","1","0","1",0.329019068452143,"1","0","0","0","1",-0.577959644404939,-0.195271683820164,"+"
"1","0",-0.824497670560262,-0.353287859372834,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"0","1","0","1",0.123382150669554,"1","0","1","0","0",-0.46299750809677,-0.194120075020376,"+"
"1","0",2.0762171571816,2.96118761607027,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.9791068647057,"0","1","0","1",0.945929821799912,"1","0","1","0","0",-1.03780818963762,0.380532716073481,"+"
"1","0",-0.685078528880826,0.182050149236613,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",0.108051026270682,"0","1","0","1",0.945929821799912,"1","0","1","0","0",-0.296302410449925,0.42985995966437,"+"
"0","1",1.41258204278748,0.7515372991082,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",3.07083615082753,"0","1","0","1",1.35720365736509,"1","0","1","0","0",0.00259914395131514,0.122380410121164,"+"
"0","1",0.715486334390305,0.349782696024188,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.381469925813749,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",-1.03780818963762,-0.0993042838378897,"+"
"0","1",0.761693821346918,0.0484667437111785,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.829697629982712,"0","1","0","1",0.945929821799912,"1","0","1","0","0",-1.03780818963762,0.393008478071177,"+"
"1","0",-0.187153022882841,-0.747007370395165,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","0","1",0.534655986234733,"0","1","1","0","0",0.686623854984922,0.0791950801291402,"+"
"1","0",0.164183214149336,-0.0268622443670738,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.178814704397454,"0","1","0","1",-0.0822547671130358,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",-0.771916737126875,1.15329190219221,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.232060691090762,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",0.87482249630966,-0.91473991718274,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.867049938663459,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",1.26143453652577,-0.195271683820164,"+"
"0","1",0.854905476069741,-0.763077554518526,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",1.8937262862207,-0.0801108038414348,"+"
"0","1",-0.665161508640907,-0.637529241054772,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",0.25746026099367,"0","1","0","1",0.740292904017322,"1","0","1","0","0",-0.577959644404939,-0.195271683820164,"+"
"0","1",0.277311889112079,-0.144375465769147,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1.87556227304362,"0","1","0","1",0.945929821799912,"0","1","1","0","0",0.0830726393670335,-0.195271683820164,"+"
"0","1",-0.220613616885906,0.0565018357728587,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.216167013078201,"0","1","0","1",1.1515667395825,"0","1","1","0","0",-0.210080808218798,-0.193928140220412,"+"
"0","1",0.171353341435708,-0.320143104618403,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.281365738549348,"0","1","0","1",0.123382150669554,"0","1","1","0","0",1.1464724002176,-0.195271683820164,"+"
"0","1",1.36637455583087,0.575769660258944,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",3.96729155916545,"0","1","0","1",1.97411441071286,"1","0","1","0","0",-1.03780818963762,-0.0436431918481707,"+"
"0","1",-0.27399123112889,-0.546130068853159,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"0","1","0","1",0.123382150669554,"0","1","1","0","0",1.08899133206351,-0.0877881958400168,"+"
"0","1",-0.672331635927278,1.06088834348289,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",-0.652441978469324,"0","1","0","1",1.35720365736509,"1","0","1","0","0",-0.692921780713108,-0.119265503034203,"+"
"1","0",-0.552829514487761,-0.855481113227849,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.290871630439694,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",-1.03780818963762,-0.0651398894442001,"+"
"1","0",0.821444882066676,-0.755042462456846,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.00794683900628061,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.137691243830799,"+"
"0","1",-0.493078453768003,-0.403507184758335,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.00794683900628061,"0","1","0","1",0.740292904017322,"1","0","1","0","0",-1.03780818963762,-0.0801108038414348,"+"
"1","0",-0.818124224083488,1.10307257680671,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.452233603940521,"0","1","0","1",-0.0822547671130358,"0","1","1","0","0",-0.756150955682601,-0.195271683820164,"+"
"0","1",0.423104477268288,-0.529055498222089,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",-0.750402848867193,0.032554923737755,"+"
"1","0",0.350606523594982,1.45460785450522,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",3.51906385499649,"0","1","0","1",1.1515667395825,"1","0","1","0","0",-1.03780818963762,1.06957864794621,"+"
"1","0",3.23140433109692,-0.955919763998852,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","0","1","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",-0.187153022882841,0.919269845895775,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",1.02841191216429,"0","1","0","1",0.740292904017322,"1","0","1","0","0",1.15222050703301,-0.16302663742612,"+"
"0","1",0.330689503355063,-0.453726510143837,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.680288395259725,"0","1","0","1",0.945929821799912,"1","0","1","0","0",-0.175592167326347,0.0484855121348125,"+"
"0","1",0.675652293910466,-0.102191232445326,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1.27792533415167,"0","1","0","1",2.79666208184322,"1","0","1","0","0",-0.365279692234826,0.0369694241369396,"+"
"0","1",0.662108720147321,0.224234382560434,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",2.32378997721259,"0","1","0","1",2.38538824627804,"0","1","1","0","0",1.25568642971036,-0.195271683820164,"+"
"0","1",-0.532912494247842,0.374892358716938,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.9791068647057,"0","1","1","0",-0.493528602678215,"0","1","0","0","1",-0.46299750809677,-0.195271683820164,"+"
"0","1",2.31522140006063,1.95680110836024,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",4.71433773278039,"0","1","0","1",2.59102516406063,"0","1","1","0","0",-1.03780818963762,-0.00333688385561554,"+"
"0","1",-0.632497595447439,1.35416920373422,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.381469925813749,"0","1","0","1",1.35720365736509,"1","0","1","0","0",-0.715914207974742,-0.052856062246469,"+"
"0","1",-0.346489184802196,-0.411542276820015,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.904402247344206,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",0.175042348413569,-0.195271683820164,"+"
"0","1",1.36637455583087,-0.252849208601831,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.381469925813749,"0","1","1","0",-0.493528602678215,"1","0","0","0","1",0.28425637790633,-0.195271683820164,"+"
"0","1",0.808697989113128,-0.144375465769147,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",1.42733456887466,"0","1","0","1",1.1515667395825,"1","0","1","0","0",0.801585991293091,-0.195271683820164,"+"
"0","1",1.98380218326837,1.35416920373422,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0.829697629982712,"0","1","0","1",0.534655986234733,"1","0","1","0","0",-1.03780818963762,1.50354323066605,"+"
"0","1",1.82446602134902,0.977524263342956,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1.92486732050221,"0","1","0","1",0.534655986234733,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"1","0",-0.963916812239697,0.902195275264704,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"0","1","0","1",0.329019068452143,"0","1","1","0","0",-0.577959644404939,-0.0993042838378897,"+"
"1","0",1.51854059046385,1.5630815973379,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0198995777841196,"0","1","0","1",0.123382150669554,"0","1","1","0","0",-0.141103526433896,-0.195271683820164,"+"
"0","1",2.74064895238531,1.25373055296321,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",5.31197467167234,"0","1","0","1",0.945929821799912,"0","1","1","0","0",-0.911349839698629,-0.195271683820164,"+"
"1","0",-1.07067204072567,0.851975949879203,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.253519321758948,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"1","0",-0.971086939526069,0.960449692711886,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"+"
"1","0",0.536233152231031,0.148905394482182,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.272760164275513,-0.195271683820164,"+"
"0","1",-0.618954021684294,-0.152410557830828,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.58969009988567,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.118111099172262,-0.195271683820164,"+"
"0","1",-1.03083800024583,0.148905394482182,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.577959644404939,-0.195271683820164,"+"
"1","0",-0.678705082404052,0.743502207046519,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.0706987175899354,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.0951186719106286,-0.195271683820164,"+"
"0","1",-0.904165751519939,-0.880590775920599,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"0","1","0","1",-0.0822547671130358,"0","1","1","0","0",-0.577959644404939,-0.195271683820164,"+"
"0","1",-0.712165676407116,1.25373055296321,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.46568043506559,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"+"
"0","1",-0.465991306241713,-0.252849208601831,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.477633173843429,"0","1","0","1",0.945929821799912,"1","0","1","0","0",-1.03780818963762,1.15959606912958,"+"
"1","0",1.30662349511111,-0.353287859372834,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",3.48171154631574,"0","1","0","1",-0.0822547671130358,"0","1","1","0","0",1.94545924755937,0.131785215319426,"+"
"0","1",0.197643808152401,-0.604384486300341,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",0.680288395259725,"0","1","0","1",0.329019068452143,"0","1","1","0","0",0.416462834660724,-0.0307835602505459,"+"
"0","1",-0.266821103842519,1.80614313220373,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",1.05381148206719,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",1.7615198294663,-0.0993042838378897,"+"
"1","0",2.18297238566757,3.26250356838327,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",2.32378997721259,"0","1","0","1",2.17975132849545,"1","0","1","0","0",-1.03780818963762,1.09069147594231,"+"
"1","0",-0.824497670560262,-0.58730991566927,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.0413582084523053,"0","1","0","1",0.534655986234733,"1","0","1","0","0",0.226775309752245,0.2851411204911,"+"
"0","1",-0.386323225282035,-0.90570043861335,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.664394717247163,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",-0.771916737126875,0.550659997566194,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.241566582981109,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",-0.577959644404939,1.68568935583241,"+"
"0","1",0.940947003506192,-0.0268622443670738,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",0.704193872815403,"0","1","1","0",-0.493528602678215,"1","0","0","0","1",-1.03780818963762,-0.195271683820164,"+"
"0","1",0.569693746234095,1.07796291411396,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","0","1",0.740292904017322,"1","0","1","0","0",1.95120735437478,-0.157652463027112,"+"
"0","1",-0.838041244323407,1.05285325142121,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","1","0",-0.493528602678215,"1","0","0","0","1",-0.807883917021277,-0.195271683820164,"+"
"0","1",1.37274800230764,4.08308734518237,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.141462395716707,"0","1","0","1",0.123382150669554,"1","0","1","0","0",-0.348035371788601,-0.19258459662066,"+"
"0","1",-0.214240170409132,0.0484667437111785,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",2.62260844665856,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.635440712559024,-0.195271683820164,"+"
"1","0",-0.977460386002843,0.550659997566194,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",0.145403334951429,"0","1","0","1",0.534655986234733,"1","0","1","0","0",-1.03780818963762,4.93437778003235,"+"
"0","1",-0.997377406242762,-0.55416516091484,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"0","1","0","1",-0.0822547671130358,"1","0","1","0","0",-0.348035371788601,-0.137691243830799,"+"
"0","1",0.171353341435708,-0.345252767311153,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.0548050395773741,"0","1","0","1",-0.287891684895625,"0","1","1","0","0",-0.00314896286409331,3.26473695514075,"+"
"0","1",1.11382673918869,0.7515372991082,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",3.51906385499649,"0","1","0","1",-0.287891684895625,"0","1","1","0","0",-0.531974789881671,0.188597916108933,"+"
"1","0",-0.904165751519939,-0.91373553067503,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.57773736110783,"0","1","0","1",1.76847749293027,"1","0","1","0","0",-0.577959644404939,-0.176270138623673,"+"
"0","0",-0.519368920484697,1.60526583066173,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.754993012621218,"0","1","0","1",-0.0822547671130358,"1","0","1","0","0",-0.618196392112798,-0.110052632635904,"+"
"0","1",-0.732082696647036,1.25373055296321,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",-0.57773736110783,"0","1","0","1",0.740292904017322,"1","0","1","0","0",-0.342287264973192,-0.195271683820164,"+"
"0","1",0.735403354630224,3.36294221915428,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",5.31197467167234,"0","1","0","1",1.76847749293027,"1","0","1","0","0",-1.03780818963762,0.0350500761372941,"+"
"0","1",0.828615009353047,0.0484667437111785,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",0.829697629982712,"0","1","0","1",0.740292904017322,"0","1","1","0","0",1.66380201360436,-0.195271683820164,"+"
"1","0",-1.05075502048575,1.25373055296321,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.365576247801188,"0","1","0","1",1.76847749293027,"1","0","1","0","0",-1.03780818963762,0.380532716073481,"+"
"0","1",-0.625327468161068,1.27884021565597,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.526938221302015,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"+"
"0","1",-2.4712369039968,-0.830371450535098,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",1.1464724002176,0.190517264108578,"-"
"0","1",-1.02366787295946,1.10307257680671,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.34017667789828,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.801585991293091,-0.192776531420625,"-"
"0","1",-0.877875284803246,1.2627700315326,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.256065662742065,-0.195271683820164,"-"
"0","1",-0.877875284803246,-0.955919763998852,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.210080808218798,-0.195271683820164,"-"
"1","0",-0.818124224083488,0.960449692711886,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.00333688385561554,"-"
"1","0",-0.519368920484697,-0.604384486300341,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.279058090003699,-0.195271683820164,"-"
"0","1",0.137892747432643,-0.486871264898268,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",1.05381148206719,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.640639000461654,-0.195271683820164,"-"
"1","0",1.68504687966958,-0.955919763998852,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"-"
"1","0",1.36637455583087,-0.687748566440274,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",-0.564290529982762,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.172239507824418,"-"
"1","0",-0.844414690800181,1.15329190219221,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.152599740064713,-0.189129770221298,"-"
"0","1",1.57191820470684,-0.838406542596778,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.204332701403389,-0.195271683820164,"-"
"0","1",-1.1105060812055,-0.938845193367781,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.233073235480432,-0.05669475824576,"-"
"0","1",-1.01092098000591,-0.712858229133024,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"-"
"1","0",0.0781416867128848,0.249344045253185,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.290871630439694,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.525676864153485,-0.195271683820164,"-"
"0","1",2.28255748686716,-0.646568719624162,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.456699582368583,-0.195271683820164,"+"
"0","1",-1.0372114467226,-0.922775009244421,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0",-0.601642838663509,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.187594291821582,"+"
"0","1",0.522689578467885,-0.955919763998852,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","0","1","0",-1.03780818963762,-0.195271683820164,"+"
